,Unnamed: 0.1,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,Opposing Odds,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Profit
2304,2388,2388,2024-04-11,Detroit Pistons vs Chicago Bulls,draftkings,Chicago Bulls,-425,0.8095238095238095,330,Chicago Bulls,2024-04-11,0.4313839,1,-0.37813990952380955,-100.0
1604,1662,1662,2024-02-22,Denver Nuggets vs Washington Wizards,draftkings,Denver Nuggets,-1200,0.9230769230769232,750,Denver Nuggets,2024-02-22,0.5460548,1,-0.3770221230769233,-100.0
2302,2385,2385,2024-04-10,Denver Nuggets vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,180,0.3571428571428571,-218,Minnesota Timberwolves,2024-04-10,0.7338681,0,0.37672524285714293,-100.0
2209,2289,2289,2024-04-05,Indiana Pacers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,170,0.3703703703703703,-205,Oklahoma City Thunder,2024-04-05,0.74682987,0,0.3764594996296297,-100.0
495,511,511,2023-11-28,Dallas Mavericks vs Houston Rockets,draftkings,Houston Rockets,180,0.3571428571428571,-218,Houston Rockets,2023-11-28,0.7334621,0,0.3763192428571429,-100.0
1001,1037,1037,2024-01-05,Denver Nuggets vs Orlando Magic,draftkings,Orlando Magic,410,0.196078431372549,-550,Orlando Magic,2024-01-05,0.57107604,1,0.374997608627451,410.0
41,42,42,2023-10-27,Chicago Bulls vs Toronto Raptors,draftkings,Chicago Bulls,-130,0.5652173913043478,110,Chicago Bulls,2023-10-27,0.1909679,1,-0.3742494913043478,-100.0
2037,2111,2111,2024-03-24,Los Angeles Clippers vs Philadelphia 76ers,draftkings,Philadelphia 76ers,360,0.217391304347826,-470,Philadelphia 76ers,2024-03-24,0.591307,1,0.37391569565217403,360.0
201,207,207,2023-11-08,Philadelphia 76ers vs Boston Celtics,draftkings,Philadelphia 76ers,114,0.4672897196261682,-135,Philadelphia 76ers,2023-11-08,0.8402586,1,0.37296888037383175,114.0
722,749,749,2023-12-17,Boston Celtics vs Orlando Magic,draftkings,Orlando Magic,280,0.2631578947368421,-355,Orlando Magic,2023-12-17,0.63551414,0,0.37235624526315786,-100.0
1137,1178,1178,2024-01-15,Atlanta Hawks vs San Antonio Spurs,draftkings,Atlanta Hawks,-310,0.7560975609756098,250,Atlanta Hawks,2024-01-15,0.38426208,1,-0.37183548097560976,-100.0
2097,2173,2173,2024-03-27,Denver Nuggets vs Phoenix Suns,draftkings,Phoenix Suns,240,0.2941176470588235,-298,Phoenix Suns,2024-03-27,0.665534,1,0.3714163529411765,240.0
1771,1835,1835,2024-03-05,Cleveland Cavaliers vs Boston Celtics,draftkings,Cleveland Cavaliers,260,0.2777777777777778,-325,Cleveland Cavaliers,2024-03-05,0.64890766,1,0.3711298822222222,260.0
683,708,708,2023-12-14,Portland Trail Blazers vs Utah Jazz,draftkings,Portland Trail Blazers,-135,0.574468085106383,114,Portland Trail Blazers,2023-12-14,0.20340878,0,-0.371059305106383,114.0
838,869,869,2023-12-25,Miami Heat vs Philadelphia 76ers,draftkings,Philadelphia 76ers,124,0.4464285714285714,-148,Philadelphia 76ers,2023-12-25,0.8169167,0,0.37048812857142865,-100.0
1106,1146,1146,2024-01-13,Atlanta Hawks vs Washington Wizards,draftkings,Atlanta Hawks,-290,0.7435897435897436,235,Atlanta Hawks,2024-01-13,0.37368053,0,-0.3699092135897436,235.0
1444,1497,1497,2024-02-06,Indiana Pacers vs Houston Rockets,draftkings,Indiana Pacers,-285,0.7402597402597403,230,Indiana Pacers,2024-02-06,0.37079164,1,-0.3694681002597403,-100.0
149,154,154,2023-11-03,Portland Trail Blazers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-148,0.5967741935483871,124,Memphis Grizzlies,2023-11-03,0.2276054,0,-0.3691687935483871,124.0
2126,2203,2203,2024-03-30,New Orleans Pelicans vs Boston Celtics,draftkings,New Orleans Pelicans,190,0.3448275862068966,-230,New Orleans Pelicans,2024-03-30,0.71323836,0,0.3684107737931034,-100.0
1458,1511,1511,2024-02-07,Charlotte Hornets vs Toronto Raptors,draftkings,Toronto Raptors,-278,0.7354497354497355,225,Toronto Raptors,2024-02-07,0.3679346,1,-0.36751513544973546,-100.0
147,152,152,2023-11-03,Denver Nuggets vs Dallas Mavericks,draftkings,Dallas Mavericks,220,0.3125,-270,Dallas Mavericks,2023-11-03,0.6798068,0,0.36730680000000004,-100.0
1909,1978,1978,2024-03-14,Oklahoma City Thunder vs Dallas Mavericks,draftkings,Dallas Mavericks,350,0.2222222222222222,-455,Dallas Mavericks,2024-03-14,0.58867663,0,0.3664544077777778,-100.0
39,40,40,2023-10-27,Cleveland Cavaliers vs Oklahoma City Thunder,draftkings,Cleveland Cavaliers,-155,0.6078431372549019,130,Cleveland Cavaliers,2023-10-27,0.24216607,0,-0.3656770672549019,130.0
509,525,525,2023-11-29,Denver Nuggets vs Houston Rockets,draftkings,Houston Rockets,210,0.3225806451612903,-258,Houston Rockets,2023-11-29,0.68783456,0,0.36525391483870967,-100.0
725,752,752,2023-12-17,Milwaukee Bucks vs Houston Rockets,draftkings,Houston Rockets,190,0.3448275862068966,-230,Houston Rockets,2023-12-17,0.71000373,0,0.3651761437931035,-100.0
856,887,887,2023-12-26,Portland Trail Blazers vs Sacramento Kings,draftkings,Sacramento Kings,-310,0.7560975609756098,250,Sacramento Kings,2023-12-26,0.39192656,0,-0.3641710009756098,250.0
1057,1095,1095,2024-01-10,Boston Celtics vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,220,0.3125,-270,Minnesota Timberwolves,2024-01-10,0.6765557,0,0.3640557,-100.0
1823,1888,1888,2024-03-08,Oklahoma City Thunder vs Miami Heat,draftkings,Miami Heat,270,0.2702702702702703,-340,Miami Heat,2024-03-08,0.6342491,0,0.3639788297297297,-100.0
2154,2232,2232,2024-04-01,Detroit Pistons vs Memphis Grizzlies,draftkings,Detroit Pistons,-142,0.5867768595041323,120,Detroit Pistons,2024-04-01,0.2232804,0,-0.3634964595041323,120.0
270,279,279,2023-11-12,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,145,0.4081632653061224,-175,Houston Rockets,2023-11-12,0.77099043,1,0.3628271646938776,145.0
471,486,486,2023-11-26,Denver Nuggets vs San Antonio Spurs,draftkings,Denver Nuggets,-750,0.8823529411764706,525,Denver Nuggets,2023-11-26,0.51963305,1,-0.3627198911764705,-100.0
947,981,981,2024-01-02,Oklahoma City Thunder vs Boston Celtics,draftkings,Oklahoma City Thunder,124,0.4464285714285714,-148,Oklahoma City Thunder,2024-01-02,0.80876,1,0.36233142857142864,124.0
194,200,200,2023-11-06,Chicago Bulls vs Utah Jazz,draftkings,Chicago Bulls,-175,0.6363636363636364,145,Chicago Bulls,2023-11-06,0.27423888,1,-0.36212475636363634,-100.0
13,13,13,2023-10-25,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-115,0.5348837209302325,-105,Cleveland Cavaliers,2023-10-25,0.17327002,1,-0.3616137009302325,-100.0
1364,1414,1414,2024-01-31,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Dallas Mavericks,750,0.1176470588235294,-1200,Dallas Mavericks,2024-01-31,0.47776404,0,0.3601169811764706,-100.0
1532,1587,1587,2024-02-12,Toronto Raptors vs San Antonio Spurs,draftkings,Toronto Raptors,-250,0.7142857142857143,205,Toronto Raptors,2024-02-12,0.3542116,0,-0.3600741142857143,205.0
590,610,610,2023-12-06,Golden State Warriors vs Portland Trail Blazers,draftkings,Golden State Warriors,-750,0.8823529411764706,525,Golden State Warriors,2023-12-06,0.523741,1,-0.35861194117647055,-100.0
1956,2027,2027,2024-03-18,Indiana Pacers vs Cleveland Cavaliers,draftkings,Indiana Pacers,-290,0.7435897435897436,235,Indiana Pacers,2024-03-18,0.38604084,0,-0.3575489035897436,235.0
1961,2032,2032,2024-03-18,Chicago Bulls vs Portland Trail Blazers,draftkings,Chicago Bulls,-340,0.7727272727272727,270,Chicago Bulls,2024-03-18,0.4154724,1,-0.3572548727272727,-100.0
859,891,891,2023-12-27,Orlando Magic vs Philadelphia 76ers,draftkings,Philadelphia 76ers,114,0.4672897196261682,-135,Philadelphia 76ers,2023-12-27,0.8239134,1,0.3566236803738318,114.0
1816,1881,1881,2024-03-08,Philadelphia 76ers vs New Orleans Pelicans,draftkings,Philadelphia 76ers,250,0.2857142857142857,-310,Philadelphia 76ers,2024-03-08,0.6418692,0,0.35615491428571433,-100.0
2188,2267,2267,2024-04-03,Brooklyn Nets vs Indiana Pacers,draftkings,Indiana Pacers,-298,0.7487437185929648,240,Indiana Pacers,2024-04-03,0.39283544,0,-0.35590827859296487,240.0
1622,1681,1681,2024-02-23,Golden State Warriors vs Charlotte Hornets,draftkings,Golden State Warriors,-950,0.9047619047619048,625,Golden State Warriors,2024-02-23,0.54898745,1,-0.3557744547619047,-100.0
789,819,819,2023-12-21,Milwaukee Bucks vs Orlando Magic,draftkings,Orlando Magic,285,0.2597402597402597,-360,Orlando Magic,2023-12-21,0.61460745,0,0.35486719025974034,-100.0
400,412,412,2023-11-22,Charlotte Hornets vs Washington Wizards,draftkings,Charlotte Hornets,-180,0.6428571428571429,150,Charlotte Hornets,2023-11-22,0.2885914,1,-0.3542657428571429,-100.0
1472,1526,1526,2024-02-08,Orlando Magic vs San Antonio Spurs,draftkings,Orlando Magic,-550,0.8461538461538461,410,Orlando Magic,2024-02-08,0.491987,1,-0.35416684615384614,-100.0
1663,1723,1723,2024-02-26,Sacramento Kings vs Miami Heat,draftkings,Sacramento Kings,-298,0.7487437185929648,240,Sacramento Kings,2024-02-26,0.39602518,0,-0.35271853859296487,240.0
718,744,744,2023-12-16,Sacramento Kings vs Utah Jazz,draftkings,Sacramento Kings,-440,0.8148148148148148,340,Sacramento Kings,2023-12-16,0.46260667,1,-0.35220814481481477,-100.0
309,319,319,2023-11-15,Philadelphia 76ers vs Boston Celtics,draftkings,Philadelphia 76ers,136,0.423728813559322,-162,Philadelphia 76ers,2023-11-15,0.77520466,0,0.351475846440678,-100.0
493,509,509,2023-11-28,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,140,0.4166666666666667,-166,Oklahoma City Thunder,2023-11-28,0.7680572,0,0.3513905333333333,-100.0
1751,1814,1814,2024-03-03,San Antonio Spurs vs Indiana Pacers,draftkings,Indiana Pacers,-250,0.7142857142857143,205,Indiana Pacers,2024-03-03,0.36300918,0,-0.3512765342857143,205.0
1268,1314,1314,2024-01-25,Washington Wizards vs Utah Jazz,draftkings,Utah Jazz,-305,0.7530864197530864,245,Utah Jazz,2024-01-25,0.40198877,1,-0.35109764975308644,-100.0
1232,1277,1277,2024-01-22,Toronto Raptors vs Memphis Grizzlies,draftkings,Toronto Raptors,-290,0.7435897435897436,235,Toronto Raptors,2024-01-22,0.39253205,0,-0.3510576935897436,235.0
1734,1796,1796,2024-03-02,Memphis Grizzlies vs Portland Trail Blazers,draftkings,Memphis Grizzlies,-142,0.5867768595041323,120,Memphis Grizzlies,2024-03-02,0.2360968,0,-0.3506800595041323,120.0
9,9,9,2023-10-25,Orlando Magic vs Houston Rockets,draftkings,Orlando Magic,-170,0.6296296296296297,142,Orlando Magic,2023-10-25,0.98001254,1,0.3503829103703704,58.8235294117647
1471,1525,1525,2024-02-08,Indiana Pacers vs Golden State Warriors,draftkings,Indiana Pacers,-250,0.7142857142857143,205,Indiana Pacers,2024-02-08,0.36394686,0,-0.3503388542857143,205.0
802,832,832,2023-12-22,Golden State Warriors vs Washington Wizards,draftkings,Golden State Warriors,-625,0.8620689655172413,455,Golden State Warriors,2023-12-22,0.5117631,1,-0.3503058655172413,-100.0
1994,2066,2066,2024-03-20,Phoenix Suns vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295,0.2531645569620253,-375,Philadelphia 76ers,2024-03-20,0.60345846,0,0.35029390303797475,-100.0
2306,2390,2390,2024-04-11,Boston Celtics vs New York Knicks,draftkings,Boston Celtics,124,0.4464285714285714,-148,Boston Celtics,2024-04-11,0.79628414,0,0.34985556857142863,-100.0
1652,1711,1711,2024-02-25,Utah Jazz vs San Antonio Spurs,draftkings,Utah Jazz,-265,0.726027397260274,215,Utah Jazz,2024-02-25,0.3770524,1,-0.348974997260274,-100.0
811,842,842,2023-12-23,New Orleans Pelicans vs Houston Rockets,draftkings,Houston Rockets,195,0.3389830508474576,-238,Houston Rockets,2023-12-23,0.6876854,1,0.3487023491525424,195.0
1743,1805,1805,2024-03-03,Boston Celtics vs Golden State Warriors,draftkings,Golden State Warriors,455,0.1801801801801801,-625,Golden State Warriors,2024-03-03,0.528378,0,0.3481978198198199,-100.0
89,92,92,2023-10-30,Oklahoma City Thunder vs Detroit Pistons,draftkings,Detroit Pistons,180,0.3571428571428571,-218,Detroit Pistons,2023-10-30,0.70510703,0,0.3479641728571429,-100.0
1610,1668,1668,2024-02-23,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-270,0.7297297297297297,220,Atlanta Hawks,2024-02-23,0.38190445,0,-0.3478252797297297,220.0
2050,2124,2124,2024-03-25,Toronto Raptors vs Brooklyn Nets,draftkings,Brooklyn Nets,-238,0.7041420118343196,195,Brooklyn Nets,2024-03-25,0.35645124,1,-0.34769077183431957,-100.0
2103,2179,2179,2024-03-29,Charlotte Hornets vs Golden State Warriors,draftkings,Golden State Warriors,-850,0.8947368421052632,575,Golden State Warriors,2024-03-29,0.5473263,1,-0.3474105421052631,-100.0
1548,1604,1604,2024-02-13,Milwaukee Bucks vs Miami Heat,draftkings,Miami Heat,260,0.2777777777777778,-325,Miami Heat,2024-02-13,0.62479293,1,0.34701515222222223,260.0
1318,1366,1366,2024-01-28,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-245,0.7101449275362319,200,Atlanta Hawks,2024-01-28,0.36316895,1,-0.34697597753623194,-100.0
314,324,324,2023-11-15,Phoenix Suns vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,180,0.3571428571428571,-218,Minnesota Timberwolves,2023-11-15,0.70396346,0,0.3468206028571429,-100.0
1091,1130,1130,2024-01-12,San Antonio Spurs vs Charlotte Hornets,draftkings,Charlotte Hornets,100,0.5,-120,Charlotte Hornets,2024-01-12,0.15439627,0,-0.34560373,83.33333333333333
1908,1977,1977,2024-03-14,Milwaukee Bucks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295,0.2531645569620253,-375,Philadelphia 76ers,2024-03-14,0.5984179,0,0.34525334303797467,-100.0
943,977,977,2024-01-01,Los Angeles Clippers vs Miami Heat,draftkings,Miami Heat,230,0.303030303030303,-285,Miami Heat,2024-01-01,0.6471009,0,0.344070596969697,-100.0
2170,2248,2248,2024-04-02,Minnesota Timberwolves vs Houston Rockets,draftkings,Houston Rockets,275,0.2666666666666666,-345,Houston Rockets,2024-04-02,0.61047554,0,0.34380887333333343,-100.0
332,342,342,2023-11-17,Cleveland Cavaliers vs Detroit Pistons,draftkings,Cleveland Cavaliers,-360,0.782608695652174,285,Cleveland Cavaliers,2023-11-17,0.43923786,1,-0.34337083565217397,-100.0
1020,1056,1056,2024-01-07,Brooklyn Nets vs Portland Trail Blazers,draftkings,Brooklyn Nets,-340,0.7727272727272727,270,Brooklyn Nets,2024-01-07,0.42944083,0,-0.3432864427272727,270.0
2310,2394,2394,2024-04-11,Portland Trail Blazers vs Golden State Warriors,draftkings,Golden State Warriors,-1050,0.9130434782608696,675,Golden State Warriors,2024-04-11,0.570264,1,-0.34277947826086963,-100.0
1662,1722,1722,2024-02-26,Sacramento Kings vs Miami Heat,draftkings,Miami Heat,240,0.2941176470588235,-298,Miami Heat,2024-02-26,0.6368526,1,0.3427349529411765,240.0
373,384,384,2023-11-19,Los Angeles Lakers vs Houston Rockets,draftkings,Houston Rockets,180,0.3571428571428571,-218,Houston Rockets,2023-11-19,0.698222,0,0.3410791428571429,-100.0
29,30,30,2023-10-26,Los Angeles Lakers vs Phoenix Suns,draftkings,Los Angeles Lakers,-218,0.6855345911949685,180,Los Angeles Lakers,2023-10-26,0.34448344,1,-0.34105115119496854,-100.0
1356,1405,1405,2024-01-30,Golden State Warriors vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748,-185,Philadelphia 76ers,2024-01-30,0.7345886,0,0.3408878125984252,-100.0
1382,1432,1432,2024-02-01,Utah Jazz vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748,-185,Philadelphia 76ers,2024-02-01,0.73451877,1,0.34081798259842516,154.0
1213,1257,1257,2024-01-20,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,124,0.4464285714285714,-148,Oklahoma City Thunder,2024-01-20,0.7866734,1,0.34024482857142857,124.0
1723,1784,1784,2024-03-01,Memphis Grizzlies vs Portland Trail Blazers,draftkings,Memphis Grizzlies,-135,0.574468085106383,114,Memphis Grizzlies,2024-03-01,0.23431122,0,-0.34015686510638304,114.0
1894,1962,1962,2024-03-13,New Orleans Pelicans vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,230,0.303030303030303,-285,Cleveland Cavaliers,2024-03-13,0.6429882,1,0.339957896969697,230.0
956,990,990,2024-01-03,Cleveland Cavaliers vs Washington Wizards,draftkings,Cleveland Cavaliers,-440,0.8148148148148148,340,Cleveland Cavaliers,2024-01-03,0.475853,1,-0.33896181481481474,-100.0
1687,1747,1747,2024-02-28,Indiana Pacers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,190,0.3448275862068966,-230,New Orleans Pelicans,2024-02-28,0.6836793,0,0.3388517137931034,-100.0
2065,2139,2139,2024-03-25,Sacramento Kings vs Philadelphia 76ers,draftkings,Sacramento Kings,-395,0.797979797979798,310,Sacramento Kings,2024-03-25,0.45942083,1,-0.338558967979798,-100.0
1760,1824,1824,2024-03-04,Utah Jazz vs Washington Wizards,draftkings,Utah Jazz,-238,0.7041420118343196,195,Utah Jazz,2024-03-04,0.36583576,1,-0.33830625183431956,-100.0
626,649,649,2023-12-11,Detroit Pistons vs Indiana Pacers,draftkings,Indiana Pacers,-270,0.7297297297297297,220,Indiana Pacers,2023-12-11,0.39144364,1,-0.33828608972972973,-100.0
1856,1923,1923,2024-03-10,New York Knicks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,230,0.303030303030303,-285,Philadelphia 76ers,2024-03-10,0.64100486,1,0.337974556969697,230.0
353,364,364,2023-11-18,San Antonio Spurs vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-148,0.5967741935483871,124,Memphis Grizzlies,2023-11-18,0.25893298,1,-0.33784121354838714,-100.0
2147,2225,2225,2024-03-31,New York Knicks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,130,0.4347826086956521,-155,Oklahoma City Thunder,2024-03-31,0.77189,1,0.33710739130434786,130.0
1181,1225,1225,2024-01-18,Sacramento Kings vs Indiana Pacers,draftkings,Sacramento Kings,-310,0.7560975609756098,250,Sacramento Kings,2024-01-18,0.41923094,0,-0.33686662097560977,250.0
1955,2026,2026,2024-03-18,Indiana Pacers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,235,0.2985074626865671,-290,Cleveland Cavaliers,2024-03-18,0.6348119,1,0.3363044373134329,235.0
1763,1827,1827,2024-03-04,Sacramento Kings vs Chicago Bulls,draftkings,Sacramento Kings,-258,0.7206703910614525,210,Sacramento Kings,2024-03-04,0.38443863,0,-0.33623176106145247,210.0
2273,2355,2355,2024-04-09,Memphis Grizzlies vs San Antonio Spurs,draftkings,San Antonio Spurs,-166,0.6240601503759399,140,San Antonio Spurs,2024-04-09,0.28798363,1,-0.3360765203759399,-100.0
779,808,808,2023-12-21,Detroit Pistons vs Utah Jazz,draftkings,Detroit Pistons,100,0.5,-120,Detroit Pistons,2023-12-21,0.16405323,0,-0.33594677,83.33333333333333
584,603,603,2023-12-06,Chicago Bulls vs Charlotte Hornets,draftkings,Chicago Bulls,-185,0.6491228070175439,154,Chicago Bulls,2023-12-06,0.31426787,1,-0.3348549370175439,-100.0
545,564,564,2023-12-02,Detroit Pistons vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-340,0.7727272727272727,270,Cleveland Cavaliers,2023-12-02,0.43841884,1,-0.33430843272727273,-100.0
1656,1716,1716,2024-02-26,Indiana Pacers vs Toronto Raptors,draftkings,Indiana Pacers,-250,0.7142857142857143,205,Indiana Pacers,2024-02-26,0.38018635,0,-0.3340993642857143,205.0
2250,2332,2332,2024-04-07,Toronto Raptors vs Washington Wizards,draftkings,Toronto Raptors,-175,0.6363636363636364,145,Toronto Raptors,2024-04-07,0.302544,1,-0.3338196363636364,-100.0
679,704,704,2023-12-14,Denver Nuggets vs Brooklyn Nets,draftkings,Brooklyn Nets,370,0.2127659574468085,-485,Brooklyn Nets,2023-12-14,0.5462294,0,0.3334634425531915,-100.0
1062,1100,1100,2024-01-10,Indiana Pacers vs Washington Wizards,draftkings,Indiana Pacers,-325,0.7647058823529411,260,Indiana Pacers,2024-01-10,0.43127376,1,-0.3334321223529411,-100.0
459,474,474,2023-11-26,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,260,0.2777777777777778,-325,Atlanta Hawks,2023-11-26,0.610594,0,0.3328162222222222,-100.0
1139,1180,1180,2024-01-15,Memphis Grizzlies vs Golden State Warriors,draftkings,Golden State Warriors,-325,0.7647058823529411,260,Golden State Warriors,2024-01-15,0.43194056,0,-0.33276532235294115,260.0
1903,1971,1971,2024-03-14,Boston Celtics vs Phoenix Suns,draftkings,Phoenix Suns,205,0.3278688524590163,-250,Phoenix Suns,2024-03-14,0.6606246,0,0.3327557475409837,-100.0
20,20,20,2023-10-25,Memphis Grizzlies vs New Orleans Pelicans,draftkings,Memphis Grizzlies,-105,0.5121951219512195,-115,Memphis Grizzlies,2023-10-25,0.18042691,0,-0.3317682119512195,86.95652173913044
2064,2138,2138,2024-03-25,Sacramento Kings vs Philadelphia 76ers,draftkings,Philadelphia 76ers,310,0.2439024390243902,-395,Philadelphia 76ers,2024-03-25,0.5749689,0,0.33106646097560977,-100.0
443,456,456,2023-11-24,Golden State Warriors vs San Antonio Spurs,draftkings,Golden State Warriors,-500,0.8333333333333334,380,Golden State Warriors,2023-11-24,0.5027994,1,-0.33053393333333336,-100.0
2156,2234,2234,2024-04-01,Orlando Magic vs Portland Trail Blazers,draftkings,Orlando Magic,-1650,0.9428571428571428,950,Orlando Magic,2024-04-01,0.6126321,1,-0.3302250428571428,-100.0
1846,1913,1913,2024-03-10,Sacramento Kings vs Houston Rockets,draftkings,Sacramento Kings,-250,0.7142857142857143,205,Sacramento Kings,2024-03-10,0.384217,0,-0.3300687142857143,205.0
2265,2347,2347,2024-04-09,Philadelphia 76ers vs Detroit Pistons,draftkings,Philadelphia 76ers,-1600,0.9411764705882352,900,Philadelphia 76ers,2024-04-09,0.61184216,1,-0.32933431058823515,-100.0
1113,1153,1153,2024-01-13,Oklahoma City Thunder vs Orlando Magic,draftkings,Orlando Magic,455,0.1801801801801801,-625,Orlando Magic,2024-01-13,0.5093868,0,0.3292066198198199,-100.0
