Date,Matchup,Bookmaker,Team,Moneyline Odds
2023-11-12T12:00:00Z,New York Knicks vs Charlotte Hornets,draftkings,New York Knicks,-455
2023-11-12T12:00:00Z,Brooklyn Nets vs Washington Wizards,draftkings,Brooklyn Nets,-270
2023-11-12T12:00:00Z,Brooklyn Nets vs Washington Wizards,draftkings,Washington Wizards,220
2023-11-12T12:00:00Z,Los Angeles Clippers vs Memphis Grizzlies,draftkings,Los Angeles Clippers,-375
2023-11-12T12:00:00Z,Los Angeles Clippers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,295
2023-11-12T12:00:00Z,Philadelphia 76ers vs Indiana Pacers,draftkings,Indiana Pacers,215
2023-11-12T12:00:00Z,Philadelphia 76ers vs Indiana Pacers,draftkings,Philadelphia 76ers,-265
2023-11-12T12:00:00Z,San Antonio Spurs vs Miami Heat,draftkings,Miami Heat,-125
2023-11-12T12:00:00Z,San Antonio Spurs vs Miami Heat,draftkings,San Antonio Spurs,105
2023-11-12T12:00:00Z,Chicago Bulls vs Detroit Pistons,draftkings,Chicago Bulls,-310
2023-11-12T12:00:00Z,Chicago Bulls vs Detroit Pistons,draftkings,Detroit Pistons,250
2023-11-12T12:00:00Z,New Orleans Pelicans vs Dallas Mavericks,draftkings,Dallas Mavericks,-142
2023-11-12T12:00:00Z,New Orleans Pelicans vs Dallas Mavericks,draftkings,New Orleans Pelicans,120
2023-11-12T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Denver Nuggets,-175
2023-11-12T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,145
2023-11-12T12:00:00Z,Phoenix Suns vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,120
2023-11-12T12:00:00Z,Phoenix Suns vs Oklahoma City Thunder,draftkings,Phoenix Suns,-142
2023-11-12T12:00:00Z,Golden State Warriors vs Minnesota Timberwolves,draftkings,Golden State Warriors,-125
2023-11-12T12:00:00Z,Golden State Warriors vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,105
2023-11-12T12:00:00Z,Los Angeles Lakers vs Portland Trail Blazers,draftkings,Los Angeles Lakers,-455
2023-11-12T12:00:00Z,Los Angeles Lakers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,350
2023-11-13T12:00:00Z,Toronto Raptors vs Washington Wizards,draftkings,Toronto Raptors,-440
2023-11-13T12:00:00Z,Toronto Raptors vs Washington Wizards,draftkings,Washington Wizards,340
2023-11-13T12:00:00Z,Milwaukee Bucks vs Chicago Bulls,draftkings,Chicago Bulls,275
2023-11-13T12:00:00Z,Milwaukee Bucks vs Chicago Bulls,draftkings,Milwaukee Bucks,-345
2023-11-13T12:00:00Z,Boston Celtics vs New York Knicks,draftkings,Boston Celtics,-410
2023-11-13T12:00:00Z,Boston Celtics vs New York Knicks,draftkings,New York Knicks,320
2023-11-13T12:00:00Z,Sacramento Kings vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-148
2023-11-13T12:00:00Z,Sacramento Kings vs Cleveland Cavaliers,draftkings,Sacramento Kings,124
2023-11-14T12:00:00Z,Detroit Pistons vs Atlanta Hawks,draftkings,Atlanta Hawks,-185
2023-11-14T12:00:00Z,Detroit Pistons vs Atlanta Hawks,draftkings,Detroit Pistons,154
2023-11-14T12:00:00Z,Charlotte Hornets vs Miami Heat,draftkings,Charlotte Hornets,130
2023-11-14T12:00:00Z,Charlotte Hornets vs Miami Heat,draftkings,Miami Heat,-155
2023-11-14T12:00:00Z,Philadelphia 76ers vs Indiana Pacers,draftkings,Indiana Pacers,185
2023-11-14T12:00:00Z,Philadelphia 76ers vs Indiana Pacers,draftkings,Philadelphia 76ers,-225
2023-11-14T12:00:00Z,Oklahoma City Thunder vs San Antonio Spurs,draftkings,Oklahoma City Thunder,-410
2023-11-14T12:00:00Z,Oklahoma City Thunder vs San Antonio Spurs,draftkings,San Antonio Spurs,320
2023-11-14T12:00:00Z,Brooklyn Nets vs Orlando Magic,draftkings,Brooklyn Nets,-135
2023-11-14T12:00:00Z,Brooklyn Nets vs Orlando Magic,draftkings,Orlando Magic,110
2023-11-14T12:00:00Z,New Orleans Pelicans vs Dallas Mavericks,draftkings,Dallas Mavericks,-162
2023-11-14T12:00:00Z,New Orleans Pelicans vs Dallas Mavericks,draftkings,New Orleans Pelicans,136
2023-11-14T12:00:00Z,Utah Jazz vs Portland Trail Blazers,draftkings,Portland Trail Blazers,210
2023-11-14T12:00:00Z,Utah Jazz vs Portland Trail Blazers,draftkings,Utah Jazz,-258
2023-11-14T12:00:00Z,Denver Nuggets vs Los Angeles Clippers,draftkings,Denver Nuggets,-238
2023-11-14T12:00:00Z,Denver Nuggets vs Los Angeles Clippers,draftkings,Los Angeles Clippers,195
2023-11-14T12:00:00Z,Golden State Warriors vs Minnesota Timberwolves,draftkings,Golden State Warriors,-130
2023-11-14T12:00:00Z,Golden State Warriors vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,110
2023-11-14T12:00:00Z,Los Angeles Lakers vs Memphis Grizzlies,draftkings,Los Angeles Lakers,-205
2023-11-14T12:00:00Z,Los Angeles Lakers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,170
2023-11-15T12:00:00Z,Washington Wizards vs Dallas Mavericks,draftkings,Dallas Mavericks,-230
2023-11-15T12:00:00Z,Washington Wizards vs Dallas Mavericks,draftkings,Washington Wizards,190
2023-11-15T12:00:00Z,Atlanta Hawks vs New York Knicks,draftkings,Atlanta Hawks,-110
2023-11-15T12:00:00Z,Atlanta Hawks vs New York Knicks,draftkings,New York Knicks,-110
2023-11-15T12:00:00Z,Philadelphia 76ers vs Boston Celtics,draftkings,Boston Celtics,-162
2023-11-15T12:00:00Z,Philadelphia 76ers vs Boston Celtics,draftkings,Philadelphia 76ers,136
2023-11-15T12:00:00Z,Toronto Raptors vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-185
2023-11-15T12:00:00Z,Toronto Raptors vs Milwaukee Bucks,draftkings,Toronto Raptors,154
2023-11-15T12:00:00Z,Chicago Bulls vs Orlando Magic,draftkings,Chicago Bulls,-135
2023-11-15T12:00:00Z,Chicago Bulls vs Orlando Magic,draftkings,Orlando Magic,114
2023-11-15T12:00:00Z,Phoenix Suns vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,180
2023-11-15T12:00:00Z,Phoenix Suns vs Minnesota Timberwolves,draftkings,Phoenix Suns,-218
2023-11-15T12:00:00Z,Los Angeles Lakers vs Sacramento Kings,draftkings,Los Angeles Lakers,-110
2023-11-15T12:00:00Z,Los Angeles Lakers vs Sacramento Kings,draftkings,Sacramento Kings,-110
2023-11-15T12:00:00Z,Portland Trail Blazers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-440
2023-11-15T12:00:00Z,Portland Trail Blazers vs Cleveland Cavaliers,draftkings,Portland Trail Blazers,340
2023-11-16T12:00:00Z,Miami Heat vs Brooklyn Nets,draftkings,Brooklyn Nets,145
2023-11-16T12:00:00Z,Miami Heat vs Brooklyn Nets,draftkings,Miami Heat,-175
2023-11-16T12:00:00Z,Golden State Warriors vs Oklahoma City Thunder,draftkings,Golden State Warriors,124
2023-11-16T12:00:00Z,Golden State Warriors vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-148
2023-11-17T12:00:00Z,Charlotte Hornets vs Milwaukee Bucks,draftkings,Charlotte Hornets,260
2023-11-17T12:00:00Z,Charlotte Hornets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-325
2023-11-17T12:00:00Z,Washington Wizards vs New York Knicks,draftkings,New York Knicks,-278
2023-11-17T12:00:00Z,Washington Wizards vs New York Knicks,draftkings,Washington Wizards,225
2023-11-17T12:00:00Z,Atlanta Hawks vs Philadelphia 76ers,draftkings,Atlanta Hawks,-118
2023-11-17T12:00:00Z,Atlanta Hawks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-102
2023-11-17T12:00:00Z,Toronto Raptors vs Boston Celtics,draftkings,Boston Celtics,-258
2023-11-17T12:00:00Z,Toronto Raptors vs Boston Celtics,draftkings,Toronto Raptors,210
2023-11-17T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Cleveland Cavaliers,-360
2023-11-17T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Detroit Pistons,285
2023-11-17T12:00:00Z,San Antonio Spurs vs Sacramento Kings,draftkings,Sacramento Kings,-278
2023-11-17T12:00:00Z,San Antonio Spurs vs Sacramento Kings,draftkings,San Antonio Spurs,225
2023-11-17T12:00:00Z,Chicago Bulls vs Orlando Magic,draftkings,Chicago Bulls,-125
2023-11-17T12:00:00Z,Chicago Bulls vs Orlando Magic,draftkings,Orlando Magic,105
2023-11-17T12:00:00Z,New Orleans Pelicans vs Denver Nuggets,draftkings,Denver Nuggets,-175
2023-11-17T12:00:00Z,New Orleans Pelicans vs Denver Nuggets,draftkings,New Orleans Pelicans,145
2023-11-17T12:00:00Z,Portland Trail Blazers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-310
2023-11-17T12:00:00Z,Portland Trail Blazers vs Los Angeles Lakers,draftkings,Portland Trail Blazers,250
2023-11-17T12:00:00Z,Utah Jazz vs Phoenix Suns,draftkings,Phoenix Suns,-205
2023-11-17T12:00:00Z,Utah Jazz vs Phoenix Suns,draftkings,Utah Jazz,170
2023-11-17T12:00:00Z,Los Angeles Clippers vs Houston Rockets,draftkings,Houston Rockets,195
2023-11-17T12:00:00Z,Los Angeles Clippers vs Houston Rockets,draftkings,Los Angeles Clippers,-238
2023-11-18T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,Charlotte Hornets,220
2023-11-18T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,New York Knicks,-270
2023-11-18T12:00:00Z,New Orleans Pelicans vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-205
2023-11-18T12:00:00Z,New Orleans Pelicans vs Minnesota Timberwolves,draftkings,New Orleans Pelicans,170
2023-11-18T12:00:00Z,Chicago Bulls vs Miami Heat,draftkings,Chicago Bulls,130
2023-11-18T12:00:00Z,Chicago Bulls vs Miami Heat,draftkings,Miami Heat,-155
2023-11-18T12:00:00Z,Milwaukee Bucks vs Dallas Mavericks,draftkings,Dallas Mavericks,120
2023-11-18T12:00:00Z,Milwaukee Bucks vs Dallas Mavericks,draftkings,Milwaukee Bucks,-142
2023-11-18T12:00:00Z,San Antonio Spurs vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-148
2023-11-18T12:00:00Z,San Antonio Spurs vs Memphis Grizzlies,draftkings,San Antonio Spurs,124
2023-11-18T12:00:00Z,Golden State Warriors vs Oklahoma City Thunder,draftkings,Golden State Warriors,130
2023-11-18T12:00:00Z,Golden State Warriors vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-155
2023-11-19T12:00:00Z,Brooklyn Nets vs Philadelphia 76ers,draftkings,Brooklyn Nets,142
2023-11-19T12:00:00Z,Brooklyn Nets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-170
2023-11-19T12:00:00Z,Toronto Raptors vs Detroit Pistons,draftkings,Detroit Pistons,230
2023-11-19T12:00:00Z,Toronto Raptors vs Detroit Pistons,draftkings,Toronto Raptors,-285
2023-11-19T12:00:00Z,Indiana Pacers vs Orlando Magic,draftkings,Indiana Pacers,-198
2023-11-19T12:00:00Z,Indiana Pacers vs Orlando Magic,draftkings,Orlando Magic,164
2023-11-19T12:00:00Z,Cleveland Cavaliers vs Denver Nuggets,draftkings,Cleveland Cavaliers,120
2023-11-19T12:00:00Z,Cleveland Cavaliers vs Denver Nuggets,draftkings,Denver Nuggets,-142
2023-11-19T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Dallas Mavericks,-115
2023-11-19T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Sacramento Kings,-105
2023-11-19T12:00:00Z,Memphis Grizzlies vs Boston Celtics,draftkings,Boston Celtics,-305
2023-11-19T12:00:00Z,Memphis Grizzlies vs Boston Celtics,draftkings,Memphis Grizzlies,245
2023-11-19T12:00:00Z,Utah Jazz vs Phoenix Suns,draftkings,Phoenix Suns,-198
2023-11-19T12:00:00Z,Utah Jazz vs Phoenix Suns,draftkings,Utah Jazz,164
2023-11-19T12:00:00Z,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-310
2023-11-19T12:00:00Z,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Portland Trail Blazers,250
2023-11-19T12:00:00Z,Los Angeles Lakers vs Houston Rockets,draftkings,Houston Rockets,180
2023-11-19T12:00:00Z,Los Angeles Lakers vs Houston Rockets,draftkings,Los Angeles Lakers,-218
2023-11-20T12:00:00Z,Charlotte Hornets vs Boston Celtics,draftkings,Boston Celtics,-455
2023-11-20T12:00:00Z,Charlotte Hornets vs Boston Celtics,draftkings,Charlotte Hornets,350
2023-11-20T12:00:00Z,Detroit Pistons vs Denver Nuggets,draftkings,Denver Nuggets,-360
2023-11-20T12:00:00Z,Detroit Pistons vs Denver Nuggets,draftkings,Detroit Pistons,285
2023-11-20T12:00:00Z,Washington Wizards vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-455
2023-11-20T12:00:00Z,Washington Wizards vs Milwaukee Bucks,draftkings,Washington Wizards,350
2023-11-20T12:00:00Z,Chicago Bulls vs Miami Heat,draftkings,Chicago Bulls,105
2023-11-20T12:00:00Z,Chicago Bulls vs Miami Heat,draftkings,Miami Heat,-125
2023-11-20T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-375
2023-11-20T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,San Antonio Spurs,295
2023-11-20T12:00:00Z,Minnesota Timberwolves vs New York Knicks,draftkings,Minnesota Timberwolves,-155
2023-11-20T12:00:00Z,Minnesota Timberwolves vs New York Knicks,draftkings,New York Knicks,130
2023-11-20T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,New Orleans Pelicans,-105
2023-11-20T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,Sacramento Kings,-115
2023-11-20T12:00:00Z,Golden State Warriors vs Houston Rockets,draftkings,Golden State Warriors,-298
2023-11-20T12:00:00Z,Golden State Warriors vs Houston Rockets,draftkings,Houston Rockets,240
2023-11-21T12:00:00Z,Orlando Magic vs Toronto Raptors,draftkings,Orlando Magic,-125
2023-11-21T12:00:00Z,Orlando Magic vs Toronto Raptors,draftkings,Toronto Raptors,105
2023-11-21T12:00:00Z,Philadelphia 76ers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,260
2023-11-21T12:00:00Z,Philadelphia 76ers vs Cleveland Cavaliers,draftkings,Philadelphia 76ers,-325
2023-11-21T12:00:00Z,Atlanta Hawks vs Indiana Pacers,draftkings,Atlanta Hawks,-166
2023-11-21T12:00:00Z,Atlanta Hawks vs Indiana Pacers,draftkings,Indiana Pacers,140
2023-11-21T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Phoenix Suns,-900
2023-11-21T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Portland Trail Blazers,600
2023-11-21T12:00:00Z,Los Angeles Lakers vs Utah Jazz,draftkings,Los Angeles Lakers,-325
2023-11-21T12:00:00Z,Los Angeles Lakers vs Utah Jazz,draftkings,Utah Jazz,260
2023-11-22T12:00:00Z,Charlotte Hornets vs Washington Wizards,draftkings,Charlotte Hornets,-180
2023-11-22T12:00:00Z,Charlotte Hornets vs Washington Wizards,draftkings,Washington Wizards,150
2023-11-22T12:00:00Z,Orlando Magic vs Denver Nuggets,draftkings,Denver Nuggets,-175
2023-11-22T12:00:00Z,Orlando Magic vs Denver Nuggets,draftkings,Orlando Magic,145
2023-11-22T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Cleveland Cavaliers,110
2023-11-22T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Miami Heat,-130
2023-11-22T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Atlanta Hawks,-180
2023-11-22T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Brooklyn Nets,150
2023-11-22T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Boston Celtics,-225
2023-11-22T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Milwaukee Bucks,185
2023-11-22T12:00:00Z,Indiana Pacers vs Toronto Raptors,draftkings,Indiana Pacers,-166
2023-11-22T12:00:00Z,Indiana Pacers vs Toronto Raptors,draftkings,Toronto Raptors,140
2023-11-22T12:00:00Z,Oklahoma City Thunder vs Chicago Bulls,draftkings,Chicago Bulls,235
2023-11-22T12:00:00Z,Oklahoma City Thunder vs Chicago Bulls,draftkings,Oklahoma City Thunder,-290
2023-11-22T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Houston Rockets,-218
2023-11-22T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,180
2023-11-22T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-395
2023-11-22T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,San Antonio Spurs,310
2023-11-22T12:00:00Z,Minnesota Timberwolves vs Philadelphia 76ers,draftkings,Minnesota Timberwolves,-218
2023-11-22T12:00:00Z,Minnesota Timberwolves vs Philadelphia 76ers,draftkings,Philadelphia 76ers,180
2023-11-22T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,New Orleans Pelicans,105
2023-11-22T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,Sacramento Kings,-125
2023-11-22T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Golden State Warriors,114
2023-11-22T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Phoenix Suns,-135
2023-11-22T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Portland Trail Blazers,124
2023-11-22T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Utah Jazz,-148
2023-11-22T12:00:00Z,Los Angeles Lakers vs Dallas Mavericks,draftkings,Dallas Mavericks,-125
2023-11-22T12:00:00Z,Los Angeles Lakers vs Dallas Mavericks,draftkings,Los Angeles Lakers,105
2023-11-24T12:00:00Z,Orlando Magic vs Boston Celtics,draftkings,Boston Celtics,-205
2023-11-24T12:00:00Z,Orlando Magic vs Boston Celtics,draftkings,Orlando Magic,170
2023-11-24T12:00:00Z,Memphis Grizzlies vs Phoenix Suns,draftkings,Memphis Grizzlies,245
2023-11-24T12:00:00Z,Memphis Grizzlies vs Phoenix Suns,draftkings,Phoenix Suns,-305
2023-11-24T12:00:00Z,Toronto Raptors vs Chicago Bulls,draftkings,Chicago Bulls,170
2023-11-24T12:00:00Z,Toronto Raptors vs Chicago Bulls,draftkings,Toronto Raptors,-205
2023-11-24T12:00:00Z,New York Knicks vs Miami Heat,draftkings,Miami Heat,180
2023-11-24T12:00:00Z,New York Knicks vs Miami Heat,draftkings,New York Knicks,-218
2023-11-24T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Denver Nuggets,-155
2023-11-24T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,130
2023-11-24T12:00:00Z,Indiana Pacers vs Detroit Pistons,draftkings,Detroit Pistons,280
2023-11-24T12:00:00Z,Indiana Pacers vs Detroit Pistons,draftkings,Indiana Pacers,-355
2023-11-24T12:00:00Z,Milwaukee Bucks vs Washington Wizards,draftkings,Milwaukee Bucks,-950
2023-11-24T12:00:00Z,Milwaukee Bucks vs Washington Wizards,draftkings,Washington Wizards,625
2023-11-24T12:00:00Z,Minnesota Timberwolves vs Sacramento Kings,draftkings,Minnesota Timberwolves,-180
2023-11-24T12:00:00Z,Minnesota Timberwolves vs Sacramento Kings,draftkings,Sacramento Kings,150
2023-11-24T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,Golden State Warriors,-500
2023-11-24T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,San Antonio Spurs,380
2023-11-24T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,Los Angeles Clippers,-225
2023-11-24T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,185
2023-11-25T12:00:00Z,Oklahoma City Thunder vs Philadelphia 76ers,draftkings,Oklahoma City Thunder,100
2023-11-25T12:00:00Z,Oklahoma City Thunder vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-120
2023-11-25T12:00:00Z,Brooklyn Nets vs Miami Heat,draftkings,Brooklyn Nets,-180
2023-11-25T12:00:00Z,Brooklyn Nets vs Miami Heat,draftkings,Miami Heat,150
2023-11-25T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Atlanta Hawks,-325
2023-11-25T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Washington Wizards,260
2023-11-25T12:00:00Z,Cleveland Cavaliers vs Los Angeles Lakers,draftkings,Cleveland Cavaliers,-192
2023-11-25T12:00:00Z,Cleveland Cavaliers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160
2023-11-25T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-120
2023-11-25T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,Utah Jazz,100
2023-11-25T12:00:00Z,Los Angeles Clippers vs Dallas Mavericks,draftkings,Dallas Mavericks,-118
2023-11-25T12:00:00Z,Los Angeles Clippers vs Dallas Mavericks,draftkings,Los Angeles Clippers,-102
2023-11-26T12:00:00Z,Milwaukee Bucks vs Portland Trail Blazers,draftkings,Milwaukee Bucks,-800
2023-11-26T12:00:00Z,Milwaukee Bucks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,550
2023-11-26T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,260
2023-11-26T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Boston Celtics,-325
2023-11-26T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Charlotte Hornets,220
2023-11-26T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Orlando Magic,-270
2023-11-26T12:00:00Z,Memphis Grizzlies vs Minnesota Timberwolves,draftkings,Memphis Grizzlies,215
2023-11-26T12:00:00Z,Memphis Grizzlies vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-265
2023-11-26T12:00:00Z,New York Knicks vs Phoenix Suns,draftkings,New York Knicks,-148
2023-11-26T12:00:00Z,New York Knicks vs Phoenix Suns,draftkings,Phoenix Suns,124
2023-11-26T12:00:00Z,Brooklyn Nets vs Chicago Bulls,draftkings,Brooklyn Nets,-155
2023-11-26T12:00:00Z,Brooklyn Nets vs Chicago Bulls,draftkings,Chicago Bulls,130
2023-11-26T12:00:00Z,Cleveland Cavaliers vs Toronto Raptors,draftkings,Cleveland Cavaliers,-130
2023-11-26T12:00:00Z,Cleveland Cavaliers vs Toronto Raptors,draftkings,Toronto Raptors,110
2023-11-26T12:00:00Z,Denver Nuggets vs San Antonio Spurs,draftkings,Denver Nuggets,-750
2023-11-26T12:00:00Z,Denver Nuggets vs San Antonio Spurs,draftkings,San Antonio Spurs,525
2023-11-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Detroit Pistons,-166
2023-11-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Washington Wizards,140
2023-11-27T12:00:00Z,Indiana Pacers vs Portland Trail Blazers,draftkings,Indiana Pacers,-800
2023-11-27T12:00:00Z,Indiana Pacers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,550
2023-11-27T12:00:00Z,Philadelphia 76ers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160
2023-11-27T12:00:00Z,Philadelphia 76ers vs Los Angeles Lakers,draftkings,Philadelphia 76ers,-192
2023-11-27T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-180
2023-11-27T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,Utah Jazz,150
